source,target,type,weight,来源
方剂_411,中药_515,包含,1.0,
方剂_411,中药_516,包含,1.0,
方剂_71,中药_18,包含,1.0,
方剂_71,中药_262,包含,1.0,
方剂_71,中药_513,包含,1.0,
方剂_71,中药_514,包含,1.0,
方剂_71,中药_210,包含,1.0,
方剂_71,中药_388,包含,1.0,
方剂_71,中药_515,包含,1.0,
方剂_71,中药_516,包含,1.0,
症状_517,方剂_447,治疗,1.0,
症状_517,方剂_291,治疗,1.0,
症状_518,方剂_447,治疗,1.0,
症状_518,方剂_291,治疗,1.0,
症状_519,方剂_447,治疗,1.0,
症状_519,方剂_291,治疗,1.0,
症状_312,方剂_447,治疗,1.0,
症状_312,方剂_291,治疗,1.0,
症状_520,方剂_447,治疗,1.0,
症状_520,方剂_291,治疗,1.0,
症状_521,方剂_447,治疗,1.0,
症状_521,方剂_291,治疗,1.0,
症状_200,方剂_447,治疗,1.0,
症状_200,方剂_291,治疗,1.0,
症状_522,方剂_447,治疗,1.0,
症状_522,方剂_291,治疗,1.0,
症状_523,方剂_447,治疗,1.0,
症状_523,方剂_291,治疗,1.0,
症状_524,方剂_447,治疗,1.0,
症状_524,方剂_291,治疗,1.0,
症状_431,方剂_447,治疗,1.0,
症状_431,方剂_291,治疗,1.0,
症状_525,方剂_447,治疗,1.0,
症状_525,方剂_291,治疗,1.0,
方剂_447,中药_157,包含,1.0,
方剂_447,中药_14,包含,1.0,
方剂_291,中药_178,包含,1.0,
方剂_291,中药_95,包含,1.0,
方剂_291,中药_157,包含,1.0,
方剂_291,中药_14,包含,1.0,
症状_527,证型_544,关联,1.0,
症状_362,证型_544,关联,0.5,
症状_363,证型_544,关联,0.5,
症状_528,证型_544,关联,0.5,
症状_337,证型_544,关联,0.5,
症状_529,证型_544,关联,0.5,
症状_74,证型_544,关联,0.5,
症状_530,证型_544,关联,0.5,
症状_531,证型_544,关联,0.5,
症状_532,证型_544,关联,0.5,
症状_533,证型_544,关联,0.5,
症状_534,证型_544,关联,0.5,
症状_139,证型_544,关联,0.5,
症状_535,证型_544,关联,0.5,
症状_536,证型_544,关联,0.5,
症状_120,证型_544,关联,0.5,
症状_537,证型_544,关联,0.5,
症状_538,证型_544,关联,0.5,
症状_160,证型_544,关联,0.5,
症状_539,证型_544,关联,0.5,
症状_540,证型_544,关联,0.5,
症状_484,证型_544,关联,0.5,
症状_162,证型_544,关联,0.5,
症状_63,证型_544,关联,0.5,
症状_541,证型_544,关联,0.5,
症状_67,证型_544,关联,0.5,
症状_542,证型_544,关联,0.5,
症状_543,证型_544,关联,0.5,
症状_70,证型_544,关联,0.5,
症状_120,方剂_87,治疗,1.0,
症状_80,方剂_87,治疗,1.0,
方剂_87,中药_549,包含,1.0,
方剂_87,中药_317,包含,1.0,
症状_550,证型_556,关联,1.0,
症状_551,证型_556,关联,1.0,
症状_552,证型_556,关联,0.5,
症状_72,证型_556,关联,0.5,
症状_78,证型_556,关联,0.5,
症状_553,证型_556,关联,0.5,
症状_554,证型_556,关联,0.5,
症状_82,证型_556,关联,0.5,
症状_162,证型_556,关联,0.5,
症状_555,证型_556,关联,0.5,
症状_64,证型_556,关联,0.5,
证型_556,方剂_557,治疗,1.0,
方剂_557,中药_10,包含,1.0,
方剂_557,中药_11,包含,1.0,
方剂_557,中药_37,包含,1.0,
方剂_557,中药_131,包含,1.0,
方剂_557,中药_436,包含,1.0,
症状_357,方剂_563,治疗,1.0,
症状_357,方剂_564,治疗,1.0,
症状_558,方剂_563,治疗,1.0,
症状_558,方剂_564,治疗,1.0,
方剂_563,中药_10,包含,1.0,
方剂_563,中药_91,包含,1.0,
方剂_563,中药_565,包含,1.0,
方剂_563,中药_37,包含,1.0,
方剂_563,中药_13,包含,1.0,
方剂_563,中药_92,包含,1.0,
方剂_563,中药_18,包含,1.0,
方剂_564,中药_10,包含,1.0,
方剂_564,中药_91,包含,1.0,
方剂_564,中药_565,包含,1.0,
方剂_564,中药_37,包含,1.0,
方剂_564,中药_13,包含,1.0,
方剂_564,中药_92,包含,1.0,
方剂_564,中药_18,包含,1.0,
症状_368,方剂_567,治疗,1.0,
症状_368,方剂_568,治疗,1.0,
症状_24,方剂_567,治疗,1.0,
症状_24,方剂_568,治疗,1.0,
方剂_567,中药_10,包含,1.0,
方剂_567,中药_569,包含,1.0,
方剂_567,中药_570,包含,1.0,
方剂_567,中药_14,包含,1.0,
方剂_567,中药_156,包含,1.0,
方剂_567,中药_16,包含,1.0,
方剂_567,中药_571,包含,1.0,
方剂_567,中药_109,包含,1.0,
方剂_567,中药_90,包含,1.0,
方剂_567,中药_89,包含,1.0,
方剂_567,中药_91,包含,1.0,
方剂_567,中药_185,包含,1.0,
方剂_567,中药_572,包含,1.0,
方剂_567,中药_573,包含,1.0,
方剂_567,中药_574,包含,1.0,
方剂_567,中药_194,包含,1.0,
方剂_568,中药_10,包含,1.0,
方剂_568,中药_569,包含,1.0,
方剂_568,中药_570,包含,1.0,
方剂_568,中药_14,包含,1.0,
方剂_568,中药_156,包含,1.0,
方剂_568,中药_16,包含,1.0,
方剂_568,中药_571,包含,1.0,
方剂_568,中药_109,包含,1.0,
方剂_568,中药_90,包含,1.0,
方剂_568,中药_89,包含,1.0,
方剂_568,中药_91,包含,1.0,
方剂_568,中药_185,包含,1.0,
方剂_568,中药_572,包含,1.0,
方剂_568,中药_573,包含,1.0,
方剂_568,中药_574,包含,1.0,
方剂_568,中药_194,包含,1.0,
症状_575,证型_581,关联,1.0,
症状_55,证型_581,关联,1.0,
症状_1,证型_581,关联,0.5,
症状_72,证型_581,关联,0.5,
症状_279,证型_581,关联,0.5,
症状_73,证型_581,关联,0.5,
症状_576,证型_581,关联,0.5,
症状_3,证型_581,关联,0.5,
症状_577,证型_581,关联,0.5,
症状_337,证型_581,关联,0.5,
症状_78,证型_581,关联,0.5,
症状_227,证型_581,关联,0.5,
症状_578,证型_581,关联,0.5,
症状_579,证型_581,关联,0.5,
症状_300,证型_581,关联,0.5,
症状_251,证型_581,关联,0.5,
症状_174,证型_581,关联,0.5,
症状_175,证型_581,关联,0.5,
症状_122,证型_581,关联,0.5,
症状_580,证型_581,关联,0.5,
症状_66,证型_581,关联,0.5,
症状_64,证型_581,关联,0.5,
症状_342,证型_581,关联,0.5,
证型_581,方剂_411,治疗,1.0,
症状_227,方剂_599,治疗,1.0,
方剂_599,中药_134,包含,1.0,
方剂_599,中药_37,包含,1.0,
方剂_599,中药_129,包含,1.0,
方剂_599,中药_549,包含,1.0,
方剂_599,中药_600,包含,1.0,
症状_601,方剂_604,治疗,1.0,
症状_601,方剂_605,治疗,1.0,
症状_602,方剂_604,治疗,1.0,
症状_602,方剂_605,治疗,1.0,
方剂_604,中药_606,包含,1.0,
方剂_604,中药_546,包含,1.0,
方剂_604,中药_310,包含,1.0,
方剂_604,中药_549,包含,1.0,
方剂_604,中药_18,包含,1.0,
方剂_604,中药_93,包含,1.0,
方剂_604,中药_152,包含,1.0,
方剂_604,中药_158,包含,1.0,
方剂_604,中药_177,包含,1.0,
方剂_604,中药_607,包含,1.0,
方剂_604,中药_91,包含,1.0,
方剂_604,中药_92,包含,1.0,
方剂_604,中药_156,包含,1.0,
方剂_605,中药_606,包含,1.0,
方剂_605,中药_546,包含,1.0,
方剂_605,中药_310,包含,1.0,
方剂_605,中药_549,包含,1.0,
方剂_605,中药_18,包含,1.0,
方剂_605,中药_93,包含,1.0,
方剂_605,中药_152,包含,1.0,
方剂_605,中药_158,包含,1.0,
方剂_605,中药_177,包含,1.0,
方剂_605,中药_607,包含,1.0,
方剂_605,中药_91,包含,1.0,
方剂_605,中药_92,包含,1.0,
方剂_605,中药_156,包含,1.0,
症状_608,证型_618,关联,1.0,
症状_609,证型_618,关联,1.0,
症状_280,证型_618,关联,1.0,
症状_610,证型_618,关联,1.0,
症状_611,证型_618,关联,0.5,
症状_612,证型_618,关联,0.5,
症状_201,证型_618,关联,0.5,
症状_336,证型_618,关联,0.5,
症状_613,证型_618,关联,0.5,
症状_614,证型_618,关联,0.5,
症状_235,证型_618,关联,0.5,
症状_249,证型_618,关联,0.5,
症状_615,证型_618,关联,0.5,
症状_250,证型_618,关联,0.5,
症状_140,证型_618,关联,0.5,
症状_616,证型_618,关联,0.5,
症状_106,证型_618,关联,0.5,
症状_314,证型_618,关联,0.5,
症状_63,证型_618,关联,0.5,
症状_122,证型_618,关联,0.5,
症状_617,证型_618,关联,0.5,
症状_66,证型_618,关联,0.5,
症状_85,证型_618,关联,0.5,
症状_77,方剂_632,治疗,1.0,
方剂_632,中药_132,包含,1.0,
方剂_632,中药_11,包含,1.0,
方剂_632,中药_625,包含,1.0,
方剂_632,中药_12,包含,1.0,
方剂_632,中药_18,包含,1.0,
方剂_632,中药_262,包含,1.0,
方剂_632,中药_513,包含,1.0,
方剂_632,中药_131,包含,1.0,
症状_633,方剂_71,治疗,1.0,
症状_634,方剂_71,治疗,1.0,
方剂_71,中药_88,包含,1.0,
方剂_71,中药_466,包含,1.0,
症状_24,证型_644,关联,1.0,
症状_264,证型_644,关联,0.5,
症状_459,证型_644,关联,0.5,
症状_640,证型_644,关联,0.5,
症状_211,证型_644,关联,0.5,
症状_235,证型_644,关联,0.5,
症状_641,证型_644,关联,0.5,
症状_339,证型_644,关联,0.5,
症状_642,证型_644,关联,0.5,
症状_82,证型_644,关联,0.5,
症状_4,证型_644,关联,0.5,
症状_643,证型_644,关联,0.5,
证型_644,方剂_567,治疗,1.0,
证型_644,方剂_563,治疗,1.0,
方剂_567,中药_11,包含,1.0,
方剂_567,中药_13,包含,1.0,
方剂_567,中药_12,包含,1.0,
方剂_567,中药_645,包含,1.0,
方剂_567,中药_625,包含,1.0,
方剂_567,中药_17,包含,1.0,
方剂_563,中药_11,包含,1.0,
方剂_563,中药_156,包含,1.0,
方剂_563,中药_16,包含,1.0,
方剂_563,中药_14,包含,1.0,
方剂_563,中药_12,包含,1.0,
方剂_563,中药_645,包含,1.0,
方剂_563,中药_625,包含,1.0,
方剂_563,中药_17,包含,1.0,
症状_77,证型_648,关联,1.0,
症状_313,证型_648,关联,0.5,
症状_72,证型_648,关联,0.5,
症状_301,证型_648,关联,0.5,
症状_299,证型_648,关联,0.5,
症状_83,证型_648,关联,0.5,
症状_646,证型_648,关联,0.5,
症状_175,证型_648,关联,0.5,
症状_647,证型_648,关联,0.5,
症状_165,证型_648,关联,0.5,
症状_70,证型_648,关联,0.5,
症状_176,证型_648,关联,0.5,
症状_66,证型_648,关联,0.5,
症状_64,证型_648,关联,0.5,
症状_84,证型_648,关联,0.5,
证型_648,方剂_349,治疗,1.0,
证型_648,方剂_387,治疗,1.0,
方剂_349,中药_649,包含,1.0,
方剂_349,中药_10,包含,1.0,
方剂_349,中药_12,包含,1.0,
方剂_349,中药_178,包含,1.0,
方剂_349,中药_133,包含,1.0,
方剂_349,中药_13,包含,1.0,
方剂_349,中药_650,包含,1.0,
方剂_349,中药_651,包含,1.0,
方剂_387,中药_350,包含,1.0,
方剂_387,中药_649,包含,1.0,
方剂_387,中药_132,包含,1.0,
方剂_387,中药_352,包含,1.0,
方剂_387,中药_177,包含,1.0,
方剂_387,中药_353,包含,1.0,
方剂_387,中药_354,包含,1.0,
方剂_387,中药_355,包含,1.0,
方剂_387,中药_356,包含,1.0,
方剂_387,中药_133,包含,1.0,
方剂_387,中药_650,包含,1.0,
方剂_387,中药_651,包含,1.0,
症状_659,方剂_667,治疗,1.0,
症状_659,方剂_668,治疗,1.0,
症状_660,方剂_667,治疗,1.0,
症状_660,方剂_668,治疗,1.0,
症状_661,方剂_667,治疗,1.0,
症状_661,方剂_668,治疗,1.0,
症状_662,方剂_667,治疗,1.0,
症状_662,方剂_668,治疗,1.0,
方剂_667,中药_185,包含,1.0,
方剂_667,中药_549,包含,1.0,
方剂_667,中药_546,包含,1.0,
方剂_667,中药_93,包含,1.0,
方剂_667,中药_310,包含,1.0,
方剂_667,中药_18,包含,1.0,
方剂_667,中药_152,包含,1.0,
方剂_667,中药_158,包含,1.0,
方剂_667,中药_127,包含,1.0,
方剂_667,中药_146,包含,1.0,
方剂_667,中药_128,包含,1.0,
方剂_667,中药_37,包含,1.0,
方剂_667,中药_91,包含,1.0,
方剂_667,中药_156,包含,1.0,
方剂_667,中药_16,包含,1.0,
方剂_668,中药_185,包含,1.0,
方剂_668,中药_549,包含,1.0,
方剂_668,中药_546,包含,1.0,
方剂_668,中药_93,包含,1.0,
方剂_668,中药_310,包含,1.0,
方剂_668,中药_18,包含,1.0,
方剂_668,中药_152,包含,1.0,
方剂_668,中药_158,包含,1.0,
方剂_668,中药_127,包含,1.0,
方剂_668,中药_146,包含,1.0,
方剂_668,中药_128,包含,1.0,
方剂_668,中药_37,包含,1.0,
方剂_668,中药_91,包含,1.0,
方剂_668,中药_156,包含,1.0,
方剂_668,中药_16,包含,1.0,
症状_669,证型_675,关联,1.0,
症状_670,证型_675,关联,0.5,
症状_671,证型_675,关联,0.5,
症状_295,证型_675,关联,0.5,
症状_296,证型_675,关联,0.5,
症状_672,证型_675,关联,0.5,
症状_29,证型_675,关联,0.5,
症状_49,证型_675,关联,0.5,
症状_77,证型_675,关联,0.5,
症状_250,证型_675,关联,0.5,
症状_673,证型_675,关联,0.5,
症状_674,证型_675,关联,0.5,
证型_675,方剂_291,治疗,1.0,
方剂_291,中药_13,包含,1.0,
方剂_291,中药_92,包含,1.0,
方剂_291,中药_18,包含,1.0,
症状_117,证型_678,关联,1.0,
症状_676,证型_678,关联,0.5,
症状_29,证型_678,关联,0.5,
症状_442,证型_678,关联,0.5,
症状_677,证型_678,关联,0.5,
症状_235,证型_678,关联,0.5,
症状_227,证型_678,关联,0.5,
症状_251,证型_678,关联,0.5,
症状_106,证型_678,关联,0.5,
症状_58,证型_678,关联,0.5,
症状_255,证型_678,关联,0.5,
症状_66,证型_678,关联,0.5,
症状_64,证型_678,关联,0.5,
症状_680,证型_343,关联,1.0,
症状_681,证型_343,关联,1.0,
症状_682,证型_343,关联,0.5,
症状_683,证型_343,关联,0.5,
症状_5,证型_343,关联,0.5,
症状_397,证型_343,关联,0.5,
症状_684,证型_343,关联,0.5,
症状_228,证型_343,关联,0.5,
症状_68,证型_343,关联,0.5,
方剂_344,中药_14,包含,1.0,
方剂_344,中药_685,包含,1.0,
方剂_344,中药_686,包含,1.0,
方剂_344,中药_331,包含,1.0,
症状_687,证型_698,关联,1.0,
症状_431,证型_698,关联,1.0,
症状_688,证型_698,关联,0.5,
症状_689,证型_698,关联,0.5,
症状_690,证型_698,关联,0.5,
症状_199,证型_698,关联,0.5,
症状_691,证型_698,关联,0.5,
症状_692,证型_698,关联,0.5,
症状_693,证型_698,关联,0.5,
症状_694,证型_698,关联,0.5,
症状_695,证型_698,关联,0.5,
症状_696,证型_698,关联,0.5,
症状_63,证型_698,关联,0.5,
症状_122,证型_698,关联,0.5,
症状_84,证型_698,关联,0.5,
症状_697,证型_698,关联,0.5,
症状_64,证型_698,关联,0.5,
证型_698,方剂_604,治疗,1.0,
方剂_604,中药_184,包含,1.0,
症状_699,方剂_387,治疗,1.0,
症状_699,方剂_710,治疗,1.0,
症状_700,方剂_387,治疗,1.0,
症状_700,方剂_710,治疗,1.0,
方剂_387,中药_95,包含,1.0,
方剂_387,中药_15,包含,1.0,
方剂_387,中药_14,包含,1.0,
方剂_387,中药_153,包含,1.0,
方剂_387,中药_711,包含,1.0,
方剂_387,中药_310,包含,1.0,
方剂_387,中药_94,包含,1.0,
方剂_387,中药_90,包含,1.0,
方剂_387,中药_321,包含,1.0,
方剂_710,中药_10,包含,1.0,
方剂_710,中药_12,包含,1.0,
方剂_710,中药_11,包含,1.0,
方剂_710,中药_18,包含,1.0,
方剂_710,中药_146,包含,1.0,
方剂_710,中药_178,包含,1.0,
方剂_710,中药_95,包含,1.0,
方剂_710,中药_16,包含,1.0,
方剂_710,中药_13,包含,1.0,
方剂_710,中药_15,包含,1.0,
方剂_710,中药_14,包含,1.0,
方剂_710,中药_153,包含,1.0,
方剂_710,中药_711,包含,1.0,
方剂_710,中药_310,包含,1.0,
方剂_710,中药_94,包含,1.0,
方剂_710,中药_90,包含,1.0,
方剂_710,中药_321,包含,1.0,
症状_380,方剂_344,治疗,1.0,
症状_712,方剂_344,治疗,1.0,
症状_56,方剂_344,治疗,1.0,
症状_713,方剂_344,治疗,1.0,
症状_735,证型_740,关联,1.0,
症状_442,证型_740,关联,1.0,
症状_252,证型_740,关联,1.0,
症状_736,证型_740,关联,0.5,
症状_737,证型_740,关联,0.5,
症状_114,证型_740,关联,0.5,
症状_281,证型_740,关联,0.5,
症状_77,证型_740,关联,0.5,
症状_250,证型_740,关联,0.5,
症状_300,证型_740,关联,0.5,
症状_82,证型_740,关联,0.5,
症状_174,证型_740,关联,0.5,
症状_289,证型_740,关联,0.5,
症状_83,证型_740,关联,0.5,
症状_142,证型_740,关联,0.5,
症状_122,证型_740,关联,0.5,
症状_738,证型_740,关联,0.5,
症状_739,证型_740,关联,0.5,
症状_85,证型_740,关联,0.5,
症状_66,证型_740,关联,0.5,
症状_64,证型_740,关联,0.5,
证型_740,方剂_741,治疗,1.0,
方剂_741,中药_10,包含,1.0,
方剂_741,中药_153,包含,1.0,
方剂_741,中药_565,包含,1.0,
方剂_741,中药_37,包含,1.0,
方剂_741,中药_89,包含,1.0,
方剂_741,中药_90,包含,1.0,
方剂_741,中药_711,包含,1.0,
方剂_741,中药_742,包含,1.0,
方剂_741,中药_177,包含,1.0,
方剂_741,中药_329,包含,1.0,
方剂_741,中药_185,包含,1.0,
方剂_741,中药_743,包含,1.0,
方剂_741,中药_685,包含,1.0,
症状_744,方剂_749,治疗,1.0,
症状_745,方剂_749,治疗,1.0,
方剂_749,中药_146,包含,1.0,
方剂_749,中药_91,包含,1.0,
方剂_749,中药_37,包含,1.0,
方剂_749,中药_127,包含,1.0,
方剂_749,中药_156,包含,1.0,
方剂_749,中药_92,包含,1.0,
方剂_749,中药_134,包含,1.0,
方剂_749,中药_232,包含,1.0,
方剂_749,中药_158,包含,1.0,
方剂_749,中药_750,包含,1.0,
症状_751,方剂_567,治疗,1.0,
方剂_567,中药_131,包含,1.0,
方剂_567,中药_765,包含,1.0,
方剂_567,中药_437,包含,1.0,
症状_371,证型_770,关联,1.0,
症状_76,证型_770,关联,1.0,
症状_766,证型_770,关联,1.0,
症状_536,证型_770,关联,0.5,
症状_767,证型_770,关联,0.5,
症状_78,证型_770,关联,0.5,
症状_250,证型_770,关联,0.5,
症状_768,证型_770,关联,0.5,
症状_56,证型_770,关联,0.5,
症状_162,证型_770,关联,0.5,
症状_62,证型_770,关联,0.5,
症状_255,证型_770,关联,0.5,
症状_769,证型_770,关联,0.5,
症状_201,证型_770,关联,0.5,
症状_68,证型_770,关联,0.5,
症状_342,证型_770,关联,0.5,
症状_775,证型_777,关联,1.0,
症状_27,证型_777,关联,0.5,
症状_29,证型_777,关联,0.5,
症状_776,证型_777,关联,0.5,
症状_121,证型_777,关联,0.5,
症状_25,证型_777,关联,0.5,
证型_777,方剂_778,治疗,1.0,
证型_777,方剂_779,治疗,1.0,
方剂_778,中药_146,包含,1.0,
方剂_778,中药_18,包含,1.0,
方剂_778,中药_153,包含,1.0,
方剂_778,中药_711,包含,1.0,
方剂_778,中药_310,包含,1.0,
方剂_778,中药_414,包含,1.0,
方剂_778,中药_177,包含,1.0,
方剂_778,中药_606,包含,1.0,
方剂_778,中药_90,包含,1.0,
方剂_778,中药_91,包含,1.0,
方剂_778,中药_89,包含,1.0,
方剂_778,中药_742,包含,1.0,
方剂_778,中药_11,包含,1.0,
方剂_778,中药_195,包含,1.0,
方剂_778,中药_780,包含,1.0,
方剂_778,中药_151,包含,1.0,
方剂_778,中药_781,包含,1.0,
方剂_778,中药_463,包含,1.0,
方剂_778,中药_352,包含,1.0,
方剂_778,中药_354,包含,1.0,
方剂_778,中药_782,包含,1.0,
方剂_778,中药_152,包含,1.0,
方剂_778,中药_232,包含,1.0,
方剂_778,中药_13,包含,1.0,
方剂_778,中药_37,包含,1.0,
方剂_779,中药_146,包含,1.0,
方剂_779,中药_18,包含,1.0,
方剂_779,中药_153,包含,1.0,
方剂_779,中药_711,包含,1.0,
方剂_779,中药_310,包含,1.0,
方剂_779,中药_414,包含,1.0,
方剂_779,中药_177,包含,1.0,
方剂_779,中药_606,包含,1.0,
方剂_779,中药_90,包含,1.0,
方剂_779,中药_91,包含,1.0,
方剂_779,中药_89,包含,1.0,
方剂_779,中药_742,包含,1.0,
方剂_779,中药_11,包含,1.0,
方剂_779,中药_195,包含,1.0,
方剂_779,中药_780,包含,1.0,
方剂_779,中药_151,包含,1.0,
方剂_779,中药_781,包含,1.0,
方剂_779,中药_463,包含,1.0,
方剂_779,中药_352,包含,1.0,
方剂_779,中药_354,包含,1.0,
方剂_779,中药_782,包含,1.0,
方剂_779,中药_152,包含,1.0,
方剂_779,中药_232,包含,1.0,
方剂_779,中药_13,包含,1.0,
方剂_779,中药_37,包含,1.0,
症状_276,证型_788,关联,1.0,
症状_783,证型_788,关联,1.0,
症状_784,证型_788,关联,0.5,
症状_213,证型_788,关联,0.5,
症状_785,证型_788,关联,0.5,
症状_79,证型_788,关联,0.5,
症状_786,证型_788,关联,0.5,
症状_201,证型_788,关联,0.5,
症状_82,证型_788,关联,0.5,
症状_787,证型_788,关联,0.5,
症状_254,证型_788,关联,0.5,
症状_314,证型_788,关联,0.5,
症状_165,证型_788,关联,0.5,
症状_122,证型_788,关联,0.5,
症状_67,证型_788,关联,0.5,
症状_85,证型_788,关联,0.5,
症状_66,证型_788,关联,0.5,
证型_788,方剂_710,治疗,1.0,
方剂_710,中药_133,包含,1.0,
症状_247,证型_791,关联,1.0,
症状_399,证型_791,关联,1.0,
症状_789,证型_791,关联,0.5,
症状_279,证型_791,关联,0.5,
症状_790,证型_791,关联,0.5,
症状_77,证型_791,关联,0.5,
症状_120,证型_791,关联,0.5,
症状_79,证型_791,关联,0.5,
症状_82,证型_791,关联,0.5,
症状_162,证型_791,关联,0.5,
症状_62,证型_791,关联,0.5,
症状_218,证型_791,关联,0.5,
症状_255,证型_791,关联,0.5,
症状_67,证型_791,关联,0.5,
症状_84,证型_791,关联,0.5,
症状_85,证型_791,关联,0.5,
证型_791,方剂_667,治疗,1.0,
证型_791,方剂_792,治疗,1.0,
方剂_667,中药_15,包含,1.0,
方剂_667,中药_13,包含,1.0,
方剂_792,中药_185,包含,1.0,
方剂_792,中药_549,包含,1.0,
方剂_792,中药_546,包含,1.0,
方剂_792,中药_93,包含,1.0,
方剂_792,中药_310,包含,1.0,
方剂_792,中药_18,包含,1.0,
方剂_792,中药_152,包含,1.0,
方剂_792,中药_158,包含,1.0,
方剂_792,中药_37,包含,1.0,
方剂_792,中药_15,包含,1.0,
方剂_792,中药_13,包含,1.0,
症状_793,证型_795,关联,1.0,
症状_252,证型_795,关联,1.0,
症状_213,证型_795,关联,0.5,
症状_173,证型_795,关联,0.5,
症状_99,证型_795,关联,0.5,
症状_738,证型_795,关联,0.5,
症状_553,证型_795,关联,0.5,
症状_201,证型_795,关联,0.5,
症状_300,证型_795,关联,0.5,
症状_642,证型_795,关联,0.5,
症状_106,证型_795,关联,0.5,
症状_62,证型_795,关联,0.5,
症状_122,证型_795,关联,0.5,
症状_52,证型_795,关联,0.5,
症状_66,证型_795,关联,0.5,
症状_794,证型_795,关联,0.5,
证型_795,方剂_387,治疗,1.0,
证型_795,方剂_563,治疗,1.0,
方剂_387,中药_91,包含,1.0,
方剂_387,中药_625,包含,1.0,
方剂_387,中药_262,包含,1.0,
方剂_387,中药_208,包含,1.0,
方剂_387,中药_191,包含,1.0,
方剂_387,中药_796,包含,1.0,
方剂_563,中药_178,包含,1.0,
方剂_563,中药_95,包含,1.0,
方剂_563,中药_133,包含,1.0,
方剂_563,中药_262,包含,1.0,
方剂_563,中药_208,包含,1.0,
方剂_563,中药_191,包含,1.0,
方剂_563,中药_188,包含,1.0,
方剂_563,中药_796,包含,1.0,
方剂_563,中药_90,包含,1.0,
症状_714,方剂_803,治疗,1.0,
症状_797,方剂_803,治疗,1.0,
方剂_803,中药_804,包含,1.0,
方剂_803,中药_18,包含,1.0,
方剂_803,中药_477,包含,1.0,
方剂_803,中药_11,包含,1.0,
方剂_803,中药_233,包含,1.0,
方剂_803,中药_805,包含,1.0,
方剂_803,中药_607,包含,1.0,
方剂_803,中药_37,包含,1.0,
方剂_803,中药_10,包含,1.0,
方剂_803,中药_206,包含,1.0,
症状_459,方剂_810,治疗,1.0,
方剂_810,中药_209,包含,1.0,
方剂_810,中药_13,包含,1.0,
方剂_810,中药_811,包含,1.0,
方剂_810,中药_169,包含,1.0,
方剂_810,中药_37,包含,1.0,
方剂_810,中药_91,包含,1.0,
方剂_810,中药_621,包含,1.0,
方剂_810,中药_812,包含,1.0,
方剂_810,中药_90,包含,1.0,
方剂_810,中药_467,包含,1.0,
症状_96,证型_816,关联,1.0,
症状_101,证型_816,关联,1.0,
症状_371,证型_816,关联,0.5,
症状_813,证型_816,关联,0.5,
症状_814,证型_816,关联,0.5,
症状_815,证型_816,关联,0.5,
症状_162,证型_816,关联,0.5,
症状_228,证型_816,关联,0.5,
证型_816,方剂_817,治疗,1.0,
证型_816,方剂_168,治疗,1.0,
方剂_817,中药_208,包含,1.0,
方剂_817,中药_90,包含,1.0,
方剂_817,中药_37,包含,1.0,
方剂_817,中药_89,包含,1.0,
方剂_817,中药_18,包含,1.0,
方剂_817,中药_152,包含,1.0,
方剂_817,中药_91,包含,1.0,
方剂_817,中药_12,包含,1.0,
方剂_817,中药_194,包含,1.0,
方剂_817,中药_565,包含,1.0,
方剂_817,中药_600,包含,1.0,
方剂_817,中药_15,包含,1.0,
方剂_817,中药_329,包含,1.0,
方剂_817,中药_17,包含,1.0,
方剂_817,中药_127,包含,1.0,
方剂_817,中药_92,包含,1.0,
方剂_817,中药_93,包含,1.0,
方剂_817,中药_467,包含,1.0,
方剂_817,中药_493,包含,1.0,
方剂_817,中药_322,包含,1.0,
方剂_817,中药_438,包含,1.0,
方剂_168,中药_208,包含,1.0,
方剂_168,中药_152,包含,1.0,
方剂_168,中药_12,包含,1.0,
方剂_168,中药_194,包含,1.0,
方剂_168,中药_565,包含,1.0,
方剂_168,中药_600,包含,1.0,
方剂_168,中药_15,包含,1.0,
方剂_168,中药_329,包含,1.0,
方剂_168,中药_17,包含,1.0,
方剂_168,中药_467,包含,1.0,
方剂_168,中药_493,包含,1.0,
方剂_168,中药_322,包含,1.0,
方剂_168,中药_438,包含,1.0,
中药_971,中药_873,禁忌配伍,1.0,十八反
中药_971,中药_1020,禁忌配伍,1.0,十八反
中药_971,中药_972,禁忌配伍,1.0,十八反
中药_971,中药_947,禁忌配伍,1.0,十八反
中药_826,中药_1062,禁忌配伍,1.0,十八反
中药_826,中药_969,禁忌配伍,1.0,十八反
中药_826,中药_855,禁忌配伍,1.0,十八反
中药_826,中药_981,禁忌配伍,1.0,十八反
中药_826,中药_975,禁忌配伍,1.0,十八反
中药_574,中药_477,禁忌配伍,1.0,十八反
中药_574,中药_943,禁忌配伍,1.0,十八反
中药_574,中药_195,禁忌配伍,1.0,十八反
中药_574,中药_179,禁忌配伍,1.0,十八反
中药_574,中药_147,禁忌配伍,1.0,十八反
中药_574,中药_1016,禁忌配伍,1.0,十八反
中药_898,中药_1062,禁忌配伍,1.0,十八反
中药_1030,中药_1062,禁忌配伍,1.0,十八反
中药_898,中药_969,禁忌配伍,1.0,十八反
中药_1030,中药_969,禁忌配伍,1.0,十八反
中药_992,中药_921,禁忌配伍,1.0,十九畏
中药_941,中药_991,禁忌配伍,1.0,十九畏
中药_964,中药_892,禁忌配伍,1.0,十九畏
中药_901,中药_960,禁忌配伍,1.0,十九畏
